fw,mver,lts,dst_addr,dst_port,af,src_addr,proto,msm_id,prb_id,timestamp,msm_name,from,type,group_id,stored_timestamp,result.rt,result.size,result.abuf,result.ID,result.ANCOUNT,result.QDCOUNT,result.NSCOUNT,result.ARCOUNT,algorithm,strategy,label
5080,2.6.2,7,15.134.173.185,53,4,192.168.1.173,UDP,152644368,51539,1770079656,Tdig,202.128.124.146,dns,152644368,1770079657,17.244,69,4AuAgAABAAAAAQABBXRlc3QwB2V4YW1wbGUFbG9jYWwAAAEAAQAAAgABAAk2mwAKA25zMQRyb290AAAAKQTQAAAAAAAA,57355,0,1,1,1,FALCON512,QBF,MB
5080,2.6.2,7,15.134.173.185,53,4,192.168.1.173,UDP,152644369,51539,1770079656,Tdig,202.128.124.146,dns,152644368,1770079657,16.056,69,N8iAgAABAAAAAQABBXRlc3QxB2V4YW1wbGUFbG9jYWwAAAEAAQAAAgABAAk2mwAKA25zMQRyb290AAAAKQTQAAAAAAAA,14280,0,1,1,1,FALCON512,QBF,MB
